route_no,trip_id,direction,stop_name,scheduled_time,days
TVM-KZK-ORD,TVM-KZK-ORD-T05,UP,Ulloor,08:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T05,UP,Sreekaryam,08:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T05,UP,Kazhakuttam,08:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,East Fort,08:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Statue,08:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Palayam,08:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Pattom,08:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Kesavadasapuram,09:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Ulloor,09:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Sreekaryam,09:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T06,UP,Kazhakuttam,09:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,East Fort,09:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Statue,09:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Palayam,09:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Pattom,09:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Kesavadasapuram,09:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Ulloor,09:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Sreekaryam,09:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T07,UP,Kazhakuttam,09:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,East Fort,09:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Statue,09:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Palayam,09:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Pattom,09:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Kesavadasapuram,10:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Ulloor,10:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Sreekaryam,10:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T08,UP,Kazhakuttam,10:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,East Fort,10:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Statue,10:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Palayam,10:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Pattom,10:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Kesavadasapuram,10:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Ulloor,10:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Sreekaryam,10:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T09,UP,Kazhakuttam,10:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,East Fort,10:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Statue,10:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Palayam,10:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Pattom,10:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Kesavadasapuram,11:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Ulloor,11:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Sreekaryam,11:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T10,UP,Kazhakuttam,11:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,East Fort,11:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Statue,11:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Palayam,11:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Pattom,11:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Kesavadasapuram,11:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Ulloor,11:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Sreekaryam,11:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T11,UP,Kazhakuttam,11:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,East Fort,11:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Statue,11:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Palayam,11:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Pattom,11:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Kesavadasapuram,12:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Ulloor,12:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Sreekaryam,12:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T12,UP,Kazhakuttam,12:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,East Fort,12:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Statue,12:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Palayam,12:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Pattom,12:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Kesavadasapuram,12:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Ulloor,12:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Sreekaryam,12:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T13,UP,Kazhakuttam,12:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,East Fort,12:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Statue,12:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Palayam,12:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Pattom,12:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Kesavadasapuram,13:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Ulloor,13:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Sreekaryam,13:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T14,UP,Kazhakuttam,13:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,East Fort,13:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Statue,13:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Palayam,13:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Pattom,13:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Kesavadasapuram,13:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Ulloor,13:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Sreekaryam,13:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T15,UP,Kazhakuttam,13:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,East Fort,13:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Statue,13:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Palayam,13:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Pattom,13:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Kesavadasapuram,14:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Ulloor,14:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Sreekaryam,14:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T16,UP,Kazhakuttam,14:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,East Fort,14:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Statue,14:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Palayam,14:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Pattom,14:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Kesavadasapuram,14:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Ulloor,14:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Sreekaryam,14:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T17,UP,Kazhakuttam,14:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,East Fort,14:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Statue,14:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Palayam,14:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Pattom,14:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Kesavadasapuram,15:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Ulloor,15:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Sreekaryam,15:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T18,UP,Kazhakuttam,15:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,East Fort,15:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Statue,15:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Palayam,15:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Pattom,15:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Kesavadasapuram,15:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Ulloor,15:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Sreekaryam,15:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T19,UP,Kazhakuttam,15:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,East Fort,15:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Statue,15:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Palayam,15:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Pattom,15:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Kesavadasapuram,16:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Ulloor,16:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Sreekaryam,16:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T20,UP,Kazhakuttam,16:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,East Fort,16:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Statue,16:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Palayam,16:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Pattom,16:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Kesavadasapuram,16:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Ulloor,16:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Sreekaryam,16:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T21,UP,Kazhakuttam,16:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,East Fort,16:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Statue,16:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Palayam,16:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Pattom,16:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Kesavadasapuram,17:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Ulloor,17:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Sreekaryam,17:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T22,UP,Kazhakuttam,17:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,East Fort,17:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Statue,17:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Palayam,17:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Pattom,17:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Kesavadasapuram,17:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Ulloor,17:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Sreekaryam,17:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T23,UP,Kazhakuttam,17:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,East Fort,17:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Statue,17:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Palayam,17:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Pattom,17:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Kesavadasapuram,18:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Ulloor,18:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Sreekaryam,18:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T24,UP,Kazhakuttam,18:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,East Fort,18:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Statue,18:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Palayam,18:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Pattom,18:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Kesavadasapuram,18:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Ulloor,18:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Sreekaryam,18:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T25,UP,Kazhakuttam,18:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,East Fort,18:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Statue,18:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Palayam,18:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Pattom,18:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Kesavadasapuram,19:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Ulloor,19:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Sreekaryam,19:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T26,UP,Kazhakuttam,19:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,East Fort,19:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Statue,19:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Palayam,19:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Pattom,19:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Kesavadasapuram,19:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Ulloor,19:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Sreekaryam,19:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T27,UP,Kazhakuttam,19:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,East Fort,19:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Statue,19:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Palayam,19:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Pattom,19:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Kesavadasapuram,20:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Ulloor,20:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Sreekaryam,20:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T28,UP,Kazhakuttam,20:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,East Fort,20:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Statue,20:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Palayam,20:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Pattom,20:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Kesavadasapuram,20:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Ulloor,20:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Sreekaryam,20:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T29,UP,Kazhakuttam,20:56,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,East Fort,20:30,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Statue,20:38,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Palayam,20:46,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Pattom,20:54,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Kesavadasapuram,21:02,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Ulloor,21:10,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Sreekaryam,21:18,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T30,UP,Kazhakuttam,21:26,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,East Fort,21:00,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Statue,21:08,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Palayam,21:16,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Pattom,21:24,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Kesavadasapuram,21:32,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Ulloor,21:40,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Sreekaryam,21:48,Mon-Sun
TVM-KZK-ORD,TVM-KZK-ORD-T31,UP,Kazhakuttam,21:56,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T01,UP,Thampanoor,06:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T01,UP,Attakulangara,06:06,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T01,UP,Manacaud,06:12,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T01,UP,Thiruvallam,06:18,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T01,UP,Vazhamuttom,06:24,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T01,UP,Kovalam,06:30,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T02,UP,Thampanoor,06:30,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T02,UP,Attakulangara,06:36,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T02,UP,Manacaud,06:42,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T02,UP,Thiruvallam,06:48,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T02,UP,Vazhamuttom,06:54,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T02,UP,Kovalam,07:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T03,UP,Thampanoor,07:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T03,UP,Attakulangara,07:06,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T03,UP,Manacaud,07:12,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T03,UP,Thiruvallam,07:18,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T03,UP,Vazhamuttom,07:24,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T03,UP,Kovalam,07:30,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T04,UP,Thampanoor,07:30,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T04,UP,Attakulangara,07:36,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T04,UP,Manacaud,07:42,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T04,UP,Thiruvallam,07:48,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T04,UP,Vazhamuttom,07:54,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T04,UP,Kovalam,08:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T05,UP,Thampanoor,08:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T05,UP,Attakulangara,08:06,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T05,UP,Manacaud,08:12,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T05,UP,Thiruvallam,08:18,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T05,UP,Vazhamuttom,08:24,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T05,UP,Kovalam,08:30,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T06,UP,Thampanoor,08:30,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T06,UP,Attakulangara,08:36,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T06,UP,Manacaud,08:42,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T06,UP,Thiruvallam,08:48,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T06,UP,Vazhamuttom,08:54,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T06,UP,Kovalam,09:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T07,UP,Thampanoor,09:00,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T07,UP,Attakulangara,09:06,Mon-Sun
TVM-KVL-ORD,TVM-KVL-ORD-T07,UP,Manacaud,09:12,Mon-Sun
